gene_id	baseMean	log2FoldChange	lfcSE	pvalue	padj
ENSMUSG00000000731	0.476026	0.002558744	0.14793686	0.7371938	NA
ENSMUSG00000000732	21.139	-0.02546329	0.13227646	0.4827319	0.826509
ENSMUSG00000000738	232.5144	-0.05282891	0.10114484	0.4176982	0.7916158
ENSMUSG00000000739	0.4925295	0.005413126	0.15290257	0.3897599	NA
ENSMUSG00000000740	1611.348	-0.1211542	0.0921473	0.06762758	0.4437538
ENSMUSG00000000743	463.6661	-0.1163199	0.09176714	0.0789074	0.4615959
ENSMUSG00000000751	316.8993	-0.1073909	0.09800198	0.1055926	0.5046338
ENSMUSG00000000753	27.42276	0.02518588	0.1273954	0.565297	0.860625
ENSMUSG00000000759	371.6443	-0.05768792	0.09267538	0.3806858	0.7668395
ENSMUSG00000000766	157.8748	0.05081066	0.12359675	0.3207103	0.7336449
ENSMUSG00000000776	76.67228	-0.08822123	0.11644896	0.142304	0.5648683
ENSMUSG00000000782	33.11929	0.04108285	0.12776314	0.3628676	0.7569248
ENSMUSG00000000787	1971.95	-0.02693438	0.1057526	0.6718614	0.9056591
ENSMUSG00000000791	3.774551	-0.02365284	0.1471763	0.2013183	NA
ENSMUSG00000000792	32.95798	-0.03181572	0.13452336	0.3567261	0.7539251
ENSMUSG00000000794	578.3801	0.140156	0.10478463	0.03553868	0.3544177
ENSMUSG00000000804	1185.288	0.1562748	0.07571317	0.01139784	0.2258141
ENSMUSG00000000805	31.62593	-0.01141155	0.12715343	0.791848	0.9456678
ENSMUSG00000000811	18.77784	-0.05804685	0.13497773	0.1581783	0.5828623
ENSMUSG00000000817	1.02357	-0.006503022	0.14701986	0.5099458	NA
ENSMUSG00000000823	588.6124	-0.03172233	0.08636591	0.6252084	0.886088
ENSMUSG00000000826	2252.699	-0.01495455	0.08534655	0.8172417	0.9545431
ENSMUSG00000000827	284.5112	0.11116	0.09961887	0.09385241	0.4859366
ENSMUSG00000000838	422.0995	0.1038195	0.10333501	0.1142398	0.5190741
ENSMUSG00000000861	552.4619	0.1715679	0.15933392	0.005322527	0.1721997
ENSMUSG00000000869	0.3283589	0	0.15101291	1	NA
ENSMUSG00000000876	58.1629	-0.06028414	0.12101304	0.2693477	0.6899196
ENSMUSG00000000881	1030.784	-0.04160975	0.0883745	0.5240423	0.8442494
ENSMUSG00000000884	20.6826	-0.02391351	0.12907725	0.5604619	0.8591804
ENSMUSG00000000889	0.4814281	0.001289597	0.14969049	0.832325	NA
ENSMUSG00000000901	10.12438	-0.04199392	0.13888662	0.2041662	0.6310282
ENSMUSG00000000902	352.073	0.04951606	0.10384499	0.4426107	0.8052169
ENSMUSG00000000903	0.3889245	0	0.15101291	1	NA
ENSMUSG00000000915	551.3582	-0.1117705	0.09883165	0.09233941	0.4833609
ENSMUSG00000000916	62.12056	-0.07006166	0.11872675	0.2211047	0.6474064
ENSMUSG00000000934	67.5231	-0.05090914	0.12231295	0.3323928	0.738363
ENSMUSG00000000938	0.06349146	0.0002741532	0.15102619	0.9585069	NA
ENSMUSG00000000948	587.7657	0.233581	0.18296283	0.001063238	0.09941927
ENSMUSG00000000957	39.74649	-0.1390232	0.17896169	0.008333144	0.2069819
ENSMUSG00000000958	6.232674	-0.04664662	0.14843715	0.1051335	NA
ENSMUSG00000000959	210.4066	-0.09289419	0.09887009	0.1597213	0.5856055
ENSMUSG00000000976	181.7082	-0.005600141	0.10327238	0.9306244	0.984402
ENSMUSG00000000982	0.650534	0.00243476	0.14838578	0.7365583	NA
ENSMUSG00000000983	3.062946	-0.004654558	0.13961652	0.8144187	NA
ENSMUSG00000001014	1.668109	0.002946716	0.1446217	0.7958257	NA
ENSMUSG00000001016	481.447	-0.03398815	0.09476081	0.6050493	0.8790842
ENSMUSG00000001017	969.5202	-0.01403544	0.08881694	0.8298687	0.957758
ENSMUSG00000001018	269.4545	-0.02112024	0.09683555	0.7473804	0.9316484
ENSMUSG00000001020	10.00045	-0.002978584	0.13225568	0.9294844	0.984394
ENSMUSG00000001021	6.655315	0.006768603	0.13592101	0.8008363	NA
ENSMUSG00000001023	0.0392667	0	0.15101291	1	NA
ENSMUSG00000001025	42.16771	-0.09121925	0.13631292	0.06131773	0.4301803
ENSMUSG00000001027	0.05444447	0.002058627	0.15178164	0.6970748	NA
ENSMUSG00000001029	8.383657	-0.01660572	0.13925632	0.481258	NA
ENSMUSG00000001034	89.72214	0.01109157	0.12137439	0.8294528	0.9576818
ENSMUSG00000001036	910.0112	0.05694132	0.08123892	0.3712564	0.7638873
ENSMUSG00000001039	51.72253	-0.03513913	0.12286543	0.4881534	0.8295857
ENSMUSG00000001052	334.384	0.1546888	0.12261709	0.01589566	0.2574094
ENSMUSG00000001053	55.3683	-0.02091901	0.12495308	0.6568	0.8985565
ENSMUSG00000001054	224.908	-0.07283012	0.10985447	0.2460692	0.6710074
ENSMUSG00000001056	124.348	0.03591707	0.10686997	0.5700608	0.862922
ENSMUSG00000001062	204.9906	-0.06505124	0.10796894	0.3045587	0.7211524
ENSMUSG00000001065	178.7747	-0.004166229	0.10430768	0.9480916	0.9875613
ENSMUSG00000001082	72.04746	0.002181793	0.12298023	0.9647118	0.9916198
ENSMUSG00000001089	503.6799	0.07599241	0.09470053	0.2495817	0.6728576
ENSMUSG00000001098	285.3681	-0.0674494	0.10302038	0.2993597	0.7163807
ENSMUSG00000001100	410.361	-0.06968534	0.10179518	0.2858561	0.7048607
ENSMUSG00000001103	4.568275	-0.003803161	0.14181294	0.811161	NA
ENSMUSG00000001105	170.0561	-0.06147841	0.11510901	0.3003295	0.7167844
ENSMUSG00000001119	1487.04	-0.1003994	0.11480638	0.1044853	0.5024071
ENSMUSG00000001120	174.2998	-0.1607836	0.11455786	0.0153204	0.2541786
ENSMUSG00000001123	18.70948	0.0311942	0.13388165	0.3755606	0.7648853
ENSMUSG00000001127	941.3184	-0.06536168	0.08977465	0.3189944	0.7312425
ENSMUSG00000001128	25.61268	-0.02434779	0.13240007	0.4973834	0.8349757
ENSMUSG00000001131	0.1791131	0.002373938	0.15195438	0.6558371	NA
ENSMUSG00000001134	25.46406	0.01171495	0.12872664	0.7729688	0.940122
ENSMUSG00000001138	174.2975	-0.02738141	0.11637164	0.6314327	0.8897815
ENSMUSG00000001143	187.2504	0.03934041	0.12196547	0.4493692	0.8091856
ENSMUSG00000001150	592.4518	0.1056794	0.08663673	0.1053523	0.5045094
ENSMUSG00000001151	346.5092	-0.04117396	0.10377472	0.5226318	0.8433055
ENSMUSG00000001155	1.040445	-0.01991605	0.15805288	0.09956212	NA
ENSMUSG00000001156	206.1861	0.05428152	0.11968691	0.3264362	0.7375686
ENSMUSG00000001157	213.8336	0.1276894	0.10681931	0.05262933	0.4068726
ENSMUSG00000001158	117.5661	-0.06266673	0.11994204	0.2606419	0.6814294
ENSMUSG00000001166	4.535754	0.008771209	0.13720696	0.7233807	NA
ENSMUSG00000001173	680.5626	0.08186312	0.09957823	0.2136429	0.6389308
ENSMUSG00000001175	16802.04	0.02964824	0.08900409	0.6501507	0.8973676
ENSMUSG00000001211	1125.651	0.02266161	0.08923302	0.7289035	0.9248234
ENSMUSG00000001225	1.156634	-0.009234728	0.14679636	0.4147786	NA
ENSMUSG00000001227	592.0528	-0.1173501	0.08825282	0.07389734	0.454626
ENSMUSG00000001228	7.522177	-0.03768166	0.14292406	0.1824667	NA
ENSMUSG00000001229	235.6892	0.1316	0.12356288	0.03148554	0.3364517
ENSMUSG00000001240	32.09883	0.009615158	0.12428755	0.8398836	0.9610798
ENSMUSG00000001247	18.01438	-0.08288561	0.15264585	0.04169529	0.3700988
ENSMUSG00000001248	652.8262	-0.1874164	0.09187608	0.005173254	0.1707059
ENSMUSG00000001249	3.145438	0.004520733	0.14063321	0.8021197	NA
ENSMUSG00000001260	567.9934	-0.03525847	0.12271598	0.4882638	0.8295857
ENSMUSG00000001270	6211.896	-0.1141698	0.11227049	0.07334031	0.4530876
ENSMUSG00000001280	383.0661	0.09675127	0.09758948	0.1439063	0.5664375
ENSMUSG00000001281	2.886242	-0.006148103	0.14213295	0.6991147	NA
ENSMUSG00000001285	148.3402	-0.08320133	0.11346607	0.1758596	0.6037832
ENSMUSG00000001288	49.62387	-0.02351088	0.12398019	0.6283022	0.8878079
ENSMUSG00000001289	642.1987	-0.09498975	0.10499004	0.1448241	0.5668784
ENSMUSG00000001300	519.2998	0.09164106	0.11745327	0.125452	0.5352142
ENSMUSG00000001305	74.96276	-0.01041841	0.11207052	0.8624911	0.966353
ENSMUSG00000001313	403.4085	-0.08367063	0.10643627	0.1940412	0.6216838
ENSMUSG00000001323	497.7072	0.05255071	0.09225214	0.4241849	0.7953204
ENSMUSG00000001333	3.80052	-0.00563921	0.14021624	0.7660636	NA
ENSMUSG00000001334	258.0314	0.01235242	0.11792844	0.8233217	0.9556631
ENSMUSG00000001348	0.3747555	0.001824316	0.14922735	0.7786875	NA
ENSMUSG00000001349	2.347698	-0.003659593	0.14376024	0.774693	NA
ENSMUSG00000001366	349.6749	-0.06136683	0.10342562	0.34354	0.7444298
ENSMUSG00000001376	707.0571	0.08799178	0.0985539	0.1825777	0.6115261
ENSMUSG00000001380	400.4489	-0.08097982	0.10974381	0.1995858	0.6261447
ENSMUSG00000001383	421.8158	-0.1513027	0.13363971	0.01358012	0.2399811
ENSMUSG00000001403	1.308419	0.001179794	0.14426729	0.9193091	NA
ENSMUSG00000001415	721.3894	-0.03977602	0.10586019	0.5322818	0.8482681
ENSMUSG00000001416	760.6848	-0.1779793	0.09374994	0.008128018	0.2048733
ENSMUSG00000001418	130.2977	-0.04576219	0.11012831	0.4594902	0.8145954
ENSMUSG00000001419	834.3416	0.1296893	0.13101087	0.02651574	0.31952
ENSMUSG00000001420	2.149248	0.007489049	0.14322508	0.6097225	NA
ENSMUSG00000001424	659.5089	-0.1633713	0.09028657	0.01394585	0.2431703
ENSMUSG00000001435	24.57677	-0.03758303	0.12601008	0.4236872	0.7949209
ENSMUSG00000001436	69.30694	-0.1312113	0.12619199	0.02940486	0.3302102
ENSMUSG00000001440	1511.401	-0.08265606	0.07935447	0.1902454	0.6166857
ENSMUSG00000001441	789.8299	0.2041355	0.09223602	0.002419719	0.1358109
ENSMUSG00000001444	0.1141571	0.002058627	0.15178164	0.6970748	NA
ENSMUSG00000001445	240.39	-0.03470536	0.10505087	0.587167	0.8694121
ENSMUSG00000001467	340.0664	0.04663179	0.09276073	0.4781994	0.8242335
ENSMUSG00000001472	2203.418	-0.140137	0.09177547	0.03496742	0.3523258
ENSMUSG00000001473	4.194322	-0.0240625	0.15028954	0.1523107	NA
ENSMUSG00000001482	279.8745	0.06608579	0.09775943	0.3152126	0.7283779
ENSMUSG00000001493	5.472107	-0.03541277	0.18563507	0.02265849	NA
ENSMUSG00000001494	0.5342076	0.003715458	0.15245615	0.5124568	NA
ENSMUSG00000001496	13.39108	0.01028064	0.13496174	0.7236809	0.9231791
ENSMUSG00000001504	1.713503	0.002164608	0.14343394	0.8680381	NA
ENSMUSG00000001506	18.85929	0.02490757	0.13580323	0.4211195	0.7939068
ENSMUSG00000001507	77.95855	-0.02138339	0.11901902	0.6942306	0.9148731
ENSMUSG00000001508	0.2946375	-0.001927851	0.1512468	0.7240094	NA
ENSMUSG00000001517	6.39777	0.01188012	0.13788916	0.6245797	NA
ENSMUSG00000001518	106.655	-0.05135312	0.11579531	0.3791684	0.7663405
ENSMUSG00000001520	94.86904	-0.06863873	0.12416445	0.1921516	0.6192416
ENSMUSG00000001521	93.95523	0.08411729	0.13427445	0.0802957	0.4642427
ENSMUSG00000001524	67.31019	-0.0626939	0.11991709	0.2606347	0.6814294
ENSMUSG00000001525	1900.365	-0.03925428	0.08763199	0.5470405	0.8536455
ENSMUSG00000001542	139.2284	0.05561597	0.11716103	0.3337764	0.7391757
ENSMUSG00000001552	320.6787	2.501057e-05	0.11038277	0.9996739	1
ENSMUSG00000001555	34.65899	0.02855582	0.12764981	0.5140397	0.8413596
ENSMUSG00000001558	2.680395	0.002120432	0.14278728	0.8801384	NA
ENSMUSG00000001569	215.5557	-0.09527564	0.09037276	0.1479191	0.5689822
ENSMUSG00000001576	544.1921	0.0001613002	0.09285963	0.9980395	0.999697
ENSMUSG00000001583	0.3021167	0	0.15101291	1	NA
ENSMUSG00000001588	0.2429509	-0.002379612	0.15183768	0.6576788	NA
ENSMUSG00000001604	0.9782087	-0.008706579	0.14754864	0.4054942	NA
ENSMUSG00000001627	157.3325	-0.03433318	0.10521302	0.5908265	0.8714309
ENSMUSG00000001630	219.3019	0.1245149	0.10069243	0.06143232	0.430187
ENSMUSG00000001632	210.1479	-0.03842781	0.08856307	0.5563785	0.8575893
ENSMUSG00000001642	253.7699	-0.02844723	0.10664728	0.6528452	0.8980054
ENSMUSG00000001655	0.05978884	0	0.15101291	1	NA
ENSMUSG00000001663	33.36263	-0.001120663	0.12535123	0.9805159	0.9960576
ENSMUSG00000001665	15.77366	-0.02639314	0.13470564	0.4222342	0.794443
ENSMUSG00000001666	73.4791	0.0002937812	0.12014352	0.9955653	0.9991881
ENSMUSG00000001670	0.5720559	-0.002787924	0.14770021	0.7237377	NA
ENSMUSG00000001672	2.759274	-0.008698722	0.14304289	0.5711684	NA
ENSMUSG00000001674	116.5558	0.07789728	0.1094632	0.2172762	0.6426306
ENSMUSG00000001687	1278.576	0.02847279	0.09656234	0.664354	0.9025818
ENSMUSG00000001700	92.18873	-0.04734883	0.11794202	0.4016442	0.7804242
ENSMUSG00000001707	94.80694	0.01142302	0.11839525	0.834997	0.959714
ENSMUSG00000001729	721.2858	-0.2004614	0.09363595	0.002998623	0.1421953
ENSMUSG00000001739	2.387754	0.01656696	0.14924525	0.21712	NA
ENSMUSG00000001741	24.8906	-0.03094213	0.12886615	0.4641381	0.8168524
ENSMUSG00000001750	67.8575	-0.1886722	0.1584334	0.003541952	0.1521031
ENSMUSG00000001751	53.58151	-0.02684276	0.12399621	0.5817783	0.8666692
ENSMUSG00000001755	101.3351	-0.09071943	0.11252757	0.1455406	0.5678669
ENSMUSG00000001761	89.76217	-0.06806135	0.12757027	0.1695969	0.5970999
ENSMUSG00000001763	58.87914	-0.02748656	0.12339201	0.5791374	0.8657272
ENSMUSG00000001767	184.4679	-0.01264925	0.10867741	0.8387718	0.960982
ENSMUSG00000001768	199.6714	-0.03300159	0.10598422	0.6035978	0.8784784
ENSMUSG00000001773	70.86307	0.01778687	0.11895249	0.7435827	0.9299042
ENSMUSG00000001774	277.5907	0.01624196	0.09827628	0.8038827	0.9498973
ENSMUSG00000001783	658.1711	-0.09457418	0.10394556	0.1479801	0.5689822
ENSMUSG00000001785	181.9257	-0.09648232	0.09947591	0.1442668	0.5664375
ENSMUSG00000001786	259.9855	0.006466308	0.11108034	0.9152655	0.9801818
ENSMUSG00000001794	354.9813	-0.1292351	0.11675618	0.04113611	0.3700988
ENSMUSG00000001802	341.4888	-0.07147213	0.08952757	0.275837	0.6956865
ENSMUSG00000001815	0.1750434	0.002058627	0.15178164	0.6970748	NA
ENSMUSG00000001827	1.527048	-0.001075003	0.1442897	0.9261928	NA
ENSMUSG00000001829	328.2143	0.03253026	0.09339908	0.6205825	0.8843829
ENSMUSG00000001833	1675.289	0.01203263	0.10275539	0.851989	0.964352
ENSMUSG00000001844	111.0677	-0.02437004	0.10908625	0.694532	0.9148731
ENSMUSG00000001847	1473.287	0.01318962	0.06152369	0.8077262	0.9514295
ENSMUSG00000001855	295.3701	0.08461607	0.12224037	0.1311645	0.5458907
ENSMUSG00000001864	72.09292	-0.008037734	0.11624888	0.8876003	0.9735604
ENSMUSG00000001870	41.46826	-0.08527017	0.12165239	0.1314949	0.5458907
ENSMUSG00000001891	517.3879	0.04415274	0.09552421	0.5019019	0.8369071
ENSMUSG00000001901	12.165	-0.03773656	0.13766963	0.2490787	0.6728576
ENSMUSG00000001909	277.5293	-0.006985779	0.09637712	0.9151642	0.9801818
ENSMUSG00000001910	457.6984	-0.03737435	0.0881158	0.5668382	0.86096
ENSMUSG00000001911	228.7988	0.08788615	0.1467687	0.04544604	0.3801731
ENSMUSG00000001918	12.16757	-0.08456806	0.16663929	0.02666879	0.320748
ENSMUSG00000001924	1853.318	-0.09118577	0.0879316	0.1634827	0.5890184
ENSMUSG00000001930	130.4342	0.0190884	0.1251995	0.6822558	0.9100324
ENSMUSG00000001942	116.3233	0.05252053	0.11385275	0.3800119	0.7666174
ENSMUSG00000001943	4.160288	0.01719921	0.1445773	0.3220876	NA
ENSMUSG00000001946	59.33253	-0.07344717	0.12411751	0.1680013	0.5946536
ENSMUSG00000001948	8.975654	-0.03608166	0.14125389	0.212117	NA
ENSMUSG00000001962	70.1131	-0.1062052	0.12445969	0.06459944	0.4367873
ENSMUSG00000001964	105.3664	-0.1207896	0.12495563	0.04149463	0.3700988
ENSMUSG00000001983	40.64417	-0.1079035	0.12725304	0.05545346	0.4142743
ENSMUSG00000001985	577.5021	0.008498353	0.11762956	0.8784636	0.9707514
ENSMUSG00000001986	1662.88	0.1701916	0.11082934	0.0115732	0.226204
ENSMUSG00000001988	5.200537	0.006404909	0.13927868	0.7571468	NA
ENSMUSG00000001995	263.3052	0.01403115	0.10556169	0.82531	0.9564046
ENSMUSG00000001998	167.6658	0.03826929	0.11060812	0.5333757	0.8485188
ENSMUSG00000001999	67.54095	-0.01881703	0.12431323	0.6942802	0.9148731
ENSMUSG00000002006	962.7288	-0.1125567	0.10520006	0.08640941	0.472355
ENSMUSG00000002007	29.05992	0.0246844	0.13353291	0.4704772	0.8204407
ENSMUSG00000002010	505.8964	-0.1100711	0.09732686	0.09747961	0.4930235
ENSMUSG00000002012	542.5522	-0.1326911	0.12255633	0.03139332	0.3361118
ENSMUSG00000002014	186.2948	-0.02400666	0.10317438	0.7094354	0.9188701
ENSMUSG00000002015	217.7903	-0.05809942	0.09371049	0.3775931	0.7654301
ENSMUSG00000002017	110.8598	0.01732301	0.10416323	0.7869152	0.9439684
ENSMUSG00000002020	4.064686	-0.03439774	0.15005985	0.1225205	NA
ENSMUSG00000002028	1745.805	0.06393889	0.13188757	0.1560043	0.5811455
ENSMUSG00000002031	151.2764	-0.0397039	0.11040427	0.5191202	0.8423751
ENSMUSG00000002032	96.14288	0.02705522	0.11313767	0.6499592	0.8973676
ENSMUSG00000002043	35.40011	0.01634389	0.12183342	0.7488541	0.9316484
ENSMUSG00000002052	1197.978	-0.1484161	0.07798314	0.01793164	0.2717445
ENSMUSG00000002055	22.94151	0.03865128	0.13574168	0.2693443	0.6899196
ENSMUSG00000002058	57.13717	-0.05952234	0.12647578	0.2267367	0.6544407
ENSMUSG00000002059	132.2004	-0.1099774	0.11849826	0.07077395	0.4497352
ENSMUSG00000002064	182.7749	-0.01974333	0.10942776	0.7494729	0.93171
